Sexo,Altura,Peso
F,1.59,57.44
F,1.57,62.13
F,1.62,59.25
F,1.55,54.91
F,1.59,61.39
F,1.59,61.06
F,1.66,68.07
F,1.6,57.83
F,1.61,61.78
F,1.71,77.39
F,1.51,43.31
F,1.62,62.99
F,1.62,59.39
F,1.73,78.65
F,1.53,41.74
F,1.6,49.53
F,1.65,73.22
F,1.57,60.17
F,1.67,75.68
F,1.61,64.72
F,1.48,47.93
F,1.58,67.03
F,1.57,61.48
F,1.65,74.11
F,1.62,57.13
F,1.56,57.01
F,1.6,61.12
F,1.55,63.19
F,1.58,60.26
F,1.6,58.01
F,1.65,65.98
F,1.72,81.77
F,1.54,53.1
F,1.57,55.66
F,1.72,72.8
F,1.63,72.55
F,1.64,66.24
F,1.55,53.99
F,1.75,78.81
F,1.51,48.16
F,1.62,60.45
F,1.61,56.62
F,1.68,74.48
F,1.63,67.3
F,1.71,70.05
F,1.61,69.37
F,1.57,60.97
F,1.65,63.07
F,1.69,69.37
F,1.62,65.52
F,1.69,70.73
F,1.62,62.33
F,1.68,66.26
F,1.65,66.09
F,1.48,52.12
F,1.59,65.17
F,1.54,55.58
F,1.53,48.37
F,1.65,61.53
F,1.68,64.82
F,1.6,59.15
F,1.67,62.05
F,1.57,51.14
F,1.62,66.59
F,1.49,41.17
F,1.66,69.3
F,1.68,63.47
F,1.66,64.74
F,1.73,70.5
F,1.71,73.2
F,1.73,76.56
F,1.74,85.59
F,1.62,63.34
F,1.69,65.31
F,1.73,78.19
F,1.72,74.56
F,1.76,80.6
F,1.63,66.37
F,1.65,56.18
F,1.54,58.93
F,1.69,73.04
F,1.66,64.61
F,1.65,67.49
F,1.68,75.12
F,1.65,60.64
F,1.61,53.32
F,1.69,67.45
F,1.64,66.61
F,1.54,51.54
F,1.62,63.69
F,1.54,53.38
F,1.64,63.86
F,1.67,68.74
F,1.59,57.85
F,1.61,51.93
F,1.58,54.69
F,1.79,73.61
F,1.59,54.19
F,1.71,75.97
F,1.51,50.31
F,1.61,59.12
F,1.61,63.7
F,1.68,64.88
F,1.56,61.25
F,1.59,61.52
F,1.57,50.19
F,1.68,62.21
F,1.62,60.88
F,1.6,61.95
F,1.62,65.48
F,1.69,69.36
F,1.67,68.49
F,1.63,73.84
F,1.56,54.12
F,1.69,75.0
F,1.52,55.5
F,1.65,61.08
F,1.58,61.73
F,1.55,52.24
F,1.61,62.55
F,1.54,46.84
F,1.63,73.67
F,1.66,65.8
F,1.71,76.79
F,1.57,65.73
F,1.46,44.85
F,1.68,71.74
F,1.66,79.28
F,1.48,41.33
F,1.68,79.41
F,1.49,46.48
F,1.72,66.81
F,1.73,75.22
F,1.62,68.27
F,1.65,64.03
F,1.52,49.74
F,1.55,56.05
F,1.75,76.59
F,1.69,69.37
F,1.56,58.86
F,1.68,78.02
F,1.42,42.85
F,1.72,79.54
F,1.6,63.15
F,1.56,45.73
F,1.74,80.24
F,1.56,55.73
F,1.73,78.28
F,1.66,66.65
F,1.42,36.52
F,1.71,79.75
F,1.62,66.05
F,1.64,62.81
F,1.55,59.21
F,1.61,63.13
F,1.48,46.32
F,1.73,71.71
F,1.61,67.53
F,1.68,67.41
F,1.51,59.02
F,1.62,62.5
F,1.57,68.77
F,1.72,69.87
F,1.51,60.32
F,1.59,56.26
F,1.67,64.79
F,1.54,60.43
F,1.71,72.03
F,1.59,51.86
F,1.6,58.07
F,1.71,74.23
F,1.58,58.45
F,1.6,64.05
F,1.58,53.91
F,1.54,54.86
F,1.57,53.2
F,1.53,53.37
F,1.57,59.72
F,1.63,64.37
F,1.65,67.22
F,1.69,69.13
F,1.52,49.27
F,1.68,76.69
F,1.72,68.36
F,1.5,45.83
F,1.75,74.76
F,1.69,63.4
F,1.62,65.76
F,1.6,62.3
F,1.59,62.63
F,1.64,71.65
F,1.61,63.56
F,1.61,53.64
F,1.63,54.48
F,1.53,48.14
F,1.64,55.55
F,1.68,64.89
F,1.63,63.58
F,1.65,67.46
F,1.58,60.47
F,1.53,58.34
F,1.63,61.32
F,1.68,68.47
F,1.75,75.85
F,1.57,53.36
F,1.57,53.75
F,1.55,63.45
F,1.64,56.49
F,1.62,63.5
F,1.68,72.81
F,1.64,68.5
F,1.63,61.8
F,1.72,69.52
F,1.61,65.67
F,1.75,76.28
F,1.71,66.18
F,1.53,50.11
F,1.52,53.34
F,1.51,48.74
F,1.73,79.44
F,1.66,72.05
F,1.73,74.82
F,1.71,68.84
F,1.61,57.46
F,1.61,57.28
F,1.7,72.78
F,1.59,57.46
F,1.7,69.59
F,1.59,57.15
F,1.57,62.27
F,1.46,48.85
F,1.61,54.97
F,1.58,62.38
F,1.57,57.63
F,1.61,67.99
F,1.74,75.66
F,1.65,67.46
F,1.56,52.9
F,1.56,55.16
F,1.63,66.69
F,1.54,49.82
F,1.65,63.73
F,1.6,61.62
F,1.65,64.82
F,1.62,63.2
F,1.59,59.68
F,1.6,67.64
F,1.63,62.13
F,1.65,62.5
F,1.63,62.78
F,1.57,53.36
F,1.59,55.57
F,1.71,65.95
F,1.68,76.26
F,1.48,49.46
F,1.56,58.52
F,1.48,46.74
F,1.64,65.66
F,1.47,41.49
F,1.73,70.21
F,1.52,48.61
F,1.66,70.72
F,1.62,63.0
F,1.71,68.44
F,1.71,76.43
F,1.65,57.07
F,1.57,59.47
F,1.64,76.61
F,1.65,64.85
F,1.63,72.0
F,1.59,56.36
F,1.62,50.15
F,1.64,58.61
F,1.69,71.57
F,1.72,73.77
F,1.59,62.16
F,1.61,55.4
F,1.48,43.8
F,1.58,51.38
F,1.7,70.59
F,1.57,61.09
F,1.56,60.99
F,1.6,59.2
F,1.66,66.45
F,1.57,58.82
F,1.56,54.7
F,1.66,66.05
F,1.5,53.31
F,1.63,60.46
F,1.62,76.69
F,1.53,59.13
F,1.67,71.28
F,1.5,39.41
F,1.69,68.97
F,1.62,55.39
F,1.66,62.17
F,1.71,66.26
F,1.64,68.29
F,1.68,67.55
F,1.61,54.86
F,1.56,64.08
F,1.58,58.39
F,1.68,56.37
F,1.56,63.67
F,1.72,64.84
F,1.64,66.31
F,1.63,64.88
F,1.59,59.0
F,1.75,76.3
F,1.54,52.06
F,1.67,76.06
F,1.78,75.19
F,1.63,64.28
F,1.58,58.67
F,1.65,74.4
F,1.67,59.76
F,1.54,54.06
F,1.63,60.38
F,1.72,68.48
F,1.62,64.17
F,1.62,64.29
F,1.64,67.73
F,1.6,54.06
F,1.54,61.5
F,1.56,55.67
F,1.66,63.43
F,1.74,76.45
F,1.56,57.15
F,1.63,61.51
F,1.53,49.75
F,1.66,70.78
F,1.59,49.45
F,1.55,52.14
F,1.65,71.09
F,1.46,39.68
F,1.51,55.81
F,1.57,54.43
F,1.52,51.68
F,1.57,54.99
F,1.58,54.22
F,1.74,73.18
F,1.54,63.87
F,1.57,58.49
F,1.5,48.43
F,1.55,55.32
F,1.74,81.27
F,1.64,58.21
F,1.6,55.24
F,1.51,58.03
F,1.57,60.49
F,1.55,46.68
F,1.56,57.68
F,1.59,53.84
F,1.66,65.61
F,1.58,52.09
F,1.52,43.93
F,1.66,71.94
F,1.63,65.78
F,1.62,63.74
F,1.58,64.7
F,1.59,64.81
F,1.69,66.01
F,1.73,74.09
F,1.57,62.14
F,1.66,68.46
F,1.61,63.84
F,1.66,64.08
F,1.44,40.31
F,1.47,41.87
F,1.74,77.64
F,1.61,69.35
F,1.6,63.07
F,1.71,74.78
F,1.69,72.57
F,1.58,61.99
F,1.53,44.44
F,1.6,61.77
F,1.7,72.91
F,1.71,77.26
F,1.66,72.34
F,1.59,64.84
F,1.61,62.23
F,1.67,70.95
F,1.64,65.72
F,1.53,49.94
F,1.8,79.81
F,1.51,48.68
F,1.57,62.27
F,1.68,66.94
F,1.66,67.26
F,1.49,44.7
F,1.61,60.31
F,1.6,59.3
F,1.53,48.52
F,1.59,50.62
F,1.59,54.33
F,1.58,55.75
F,1.62,56.88
F,1.54,56.74
F,1.69,61.62
F,1.53,61.09
F,1.58,58.71
F,1.6,63.22
F,1.55,53.63
F,1.62,55.25
F,1.57,49.6
F,1.65,67.82
F,1.72,73.42
F,1.66,61.75
F,1.65,63.49
F,1.61,65.43
F,1.65,61.11
F,1.58,60.2
F,1.67,73.91
F,1.54,55.15
F,1.64,67.88
F,1.58,59.92
F,1.61,66.69
F,1.55,57.68
F,1.62,57.7
F,1.68,69.74
F,1.45,45.13
F,1.6,59.36
F,1.49,48.06
F,1.63,69.04
F,1.68,69.29
F,1.63,59.27
F,1.69,69.99
F,1.64,68.92
F,1.51,60.54
F,1.6,70.76
F,1.62,66.6
F,1.65,73.24
F,1.68,67.15
F,1.64,61.24
F,1.69,68.73
F,1.67,68.25
F,1.61,60.56
F,1.58,62.38
F,1.67,64.09
F,1.58,61.56
F,1.61,61.14
F,1.63,59.47
F,1.63,63.16
F,1.61,56.26
F,1.64,66.82
F,1.62,68.12
F,1.55,50.69
F,1.6,53.07
F,1.63,62.41
F,1.56,46.58
F,1.62,64.58
F,1.55,59.63
F,1.66,62.08
F,1.62,61.23
F,1.72,66.9
F,1.43,40.58
F,1.47,44.84
F,1.52,57.0
F,1.51,56.97
F,1.66,60.48
F,1.6,59.49
F,1.59,54.54
F,1.66,62.65
F,1.7,67.62
F,1.53,55.44
F,1.59,66.22
F,1.63,63.5
F,1.62,56.54
F,1.6,62.6
F,1.59,56.02
F,1.59,58.94
F,1.6,54.55
F,1.55,59.3
F,1.65,64.55
F,1.54,55.28
F,1.62,57.57
F,1.65,68.26
F,1.72,73.66
F,1.58,58.23
F,1.69,57.31
F,1.65,58.57
F,1.64,66.18
F,1.55,55.58
F,1.63,67.22
F,1.57,53.05
F,1.56,54.41
F,1.63,64.13
F,1.58,62.36
F,1.49,48.85
F,1.65,67.85
F,1.61,57.87
F,1.69,63.66
F,1.5,50.82
F,1.5,51.46
F,1.54,49.87
F,1.67,60.93
F,1.68,71.1
F,1.46,43.63
F,1.57,51.96
F,1.65,65.12
F,1.75,74.41
F,1.62,69.87
F,1.62,57.8
F,1.68,64.36
F,1.65,65.26
F,1.57,56.6
F,1.69,76.47
F,1.59,62.33
F,1.58,61.17
F,1.69,68.7
F,1.62,56.58
F,1.69,74.96
F,1.68,65.41
F,1.49,46.26
F,1.6,62.6
F,1.65,55.68
F,1.6,56.45
F,1.57,60.65
F,1.64,58.69
F,1.6,72.49
F,1.62,64.48
F,1.58,59.2
F,1.55,46.98
F,1.7,64.8
F,1.81,79.39
F,1.53,49.08
F,1.59,56.74
F,1.57,49.05
F,1.58,56.14
F,1.62,52.83
F,1.52,57.99
F,1.73,73.18
F,1.66,61.06
F,1.66,67.35
F,1.51,48.37
F,1.65,58.89
F,1.67,72.49
F,1.5,49.18
F,1.67,64.68
F,1.65,69.17
F,1.66,63.77
F,1.58,60.74
F,1.68,73.47
F,1.65,59.9
F,1.66,58.68
F,1.7,72.26
F,1.63,67.3
F,1.62,64.6
F,1.55,54.61
F,1.73,71.78
F,1.61,57.13
F,1.67,72.51
F,1.65,70.78
F,1.56,54.7
F,1.76,77.17
F,1.66,69.77
F,1.64,64.8
F,1.64,69.66
F,1.57,65.57
F,1.62,56.78
F,1.62,63.9
F,1.54,52.93
F,1.62,71.04
F,1.74,70.94
F,1.55,62.59
F,1.54,51.28
F,1.62,63.98
F,1.73,65.99
F,1.7,73.49
F,1.78,71.77
F,1.54,59.56
F,1.59,64.97
F,1.71,80.51
F,1.55,55.71
F,1.67,70.85
F,1.76,76.03
F,1.53,57.76
F,1.56,64.18
F,1.61,63.35
F,1.58,49.07
F,1.65,65.21
F,1.66,68.73
F,1.65,65.66
F,1.67,74.87
F,1.41,47.06
F,1.49,42.2
F,1.61,64.55
F,1.59,65.91
F,1.64,65.02
F,1.61,50.12
F,1.63,65.0
F,1.61,62.42
F,1.68,69.58
F,1.53,59.32
F,1.76,72.51
F,1.7,73.32
F,1.58,60.02
F,1.64,61.88
F,1.57,51.55
F,1.62,66.56
F,1.55,53.88
F,1.64,63.85
F,1.63,64.04
F,1.67,71.89
F,1.51,45.23
F,1.62,61.53
F,1.62,60.85
F,1.56,55.52
F,1.62,63.24
F,1.67,69.0
F,1.6,55.39
F,1.74,76.18
F,1.78,84.82
F,1.58,65.74
F,1.51,50.84
F,1.6,55.59
F,1.57,50.12
F,1.62,62.07
F,1.53,56.58
F,1.62,60.32
F,1.61,63.51
F,1.68,69.74
F,1.72,69.26
F,1.72,72.73
F,1.47,43.66
F,1.56,52.25
F,1.59,68.65
F,1.6,62.74
F,1.62,57.7
F,1.58,65.02
F,1.63,65.25
F,1.67,75.45
F,1.69,64.04
F,1.57,55.87
F,1.56,62.2
F,1.54,51.53
F,1.53,49.58
F,1.52,54.0
F,1.44,44.16
F,1.55,58.18
F,1.51,49.86
F,1.76,78.71
F,1.7,61.74
F,1.48,43.78
F,1.54,53.22
F,1.57,57.75
F,1.69,73.87
F,1.55,59.74
F,1.59,61.11
F,1.68,71.49
F,1.66,72.52
F,1.54,45.61
F,1.6,54.86
F,1.66,74.64
F,1.49,41.63
F,1.61,59.55
F,1.69,68.69
F,1.65,63.52
F,1.52,53.73
F,1.57,58.4
F,1.74,78.52
F,1.7,78.34
F,1.58,57.67
F,1.54,57.12
F,1.49,54.25
F,1.64,62.51
F,1.79,88.95
F,1.68,63.74
F,1.59,61.12
F,1.53,53.74
F,1.64,64.9
F,1.56,64.4
F,1.64,67.83
F,1.6,67.57
F,1.63,55.59
F,1.56,67.11
F,1.52,48.95
F,1.5,41.75
F,1.7,61.24
F,1.6,64.03
F,1.66,67.71
F,1.6,65.01
F,1.6,61.64
F,1.65,69.6
F,1.53,57.98
F,1.73,72.73
F,1.64,64.4
F,1.66,64.18
F,1.59,59.54
F,1.7,73.27
F,1.55,45.92
F,1.65,60.47
F,1.65,58.64
F,1.65,62.5
F,1.64,70.04
F,1.52,53.5
F,1.76,71.22
F,1.46,57.12
F,1.56,58.3
F,1.46,47.7
F,1.67,65.22
F,1.59,54.73
F,1.75,75.5
F,1.62,66.58
F,1.51,58.47
F,1.63,68.73
F,1.67,72.29
F,1.57,55.58
F,1.59,55.82
F,1.54,51.12
F,1.54,52.11
F,1.52,52.66
F,1.48,43.44
F,1.63,67.16
F,1.54,51.44
F,1.68,68.63
F,1.66,65.42
F,1.56,58.85
F,1.61,68.28
F,1.57,56.8
F,1.62,61.59
F,1.64,67.34
F,1.61,61.19
F,1.59,50.38
F,1.59,56.36
F,1.59,56.18
F,1.5,50.74
F,1.63,57.92
F,1.54,58.97
F,1.61,61.62
F,1.51,46.62
F,1.61,58.92
F,1.73,77.16
F,1.69,72.39
F,1.69,66.63
F,1.65,62.03
F,1.76,80.75
F,1.6,59.44
F,1.54,52.08
F,1.5,46.91
F,1.52,51.91
F,1.59,54.05
F,1.56,55.73
F,1.71,74.59
F,1.64,63.68
F,1.58,55.07
F,1.69,68.04
F,1.57,50.39
F,1.65,61.88
F,1.72,70.88
F,1.62,75.34
F,1.55,48.73
F,1.68,62.84
F,1.62,60.91
F,1.6,53.02
F,1.47,46.15
F,1.6,54.51
F,1.5,49.97
F,1.6,57.48
F,1.61,59.16
F,1.57,61.86
F,1.6,59.98
F,1.65,69.65
F,1.74,75.26
F,1.6,59.02
F,1.6,56.34
F,1.62,59.43
F,1.47,48.56
F,1.46,39.09
F,1.66,63.13
F,1.57,55.42
F,1.59,52.05
F,1.61,63.78
F,1.52,57.93
F,1.71,71.56
F,1.48,38.91
F,1.54,54.55
F,1.7,64.82
F,1.53,48.44
F,1.56,55.89
F,1.58,57.46
F,1.57,52.97
F,1.54,52.22
F,1.68,73.63
F,1.54,50.31
F,1.53,50.72
F,1.68,69.7
F,1.63,63.05
F,1.61,64.22
F,1.58,59.58
F,1.59,56.71
F,1.63,60.15
F,1.64,60.57
F,1.6,65.63
F,1.59,55.83
F,1.61,66.32
F,1.62,67.92
F,1.63,62.96
F,1.6,61.66
F,1.63,63.1
F,1.64,62.98
F,1.7,71.82
F,1.62,57.53
F,1.6,62.26
F,1.5,46.5
F,1.59,60.97
F,1.53,52.66
F,1.56,51.96
F,1.54,48.66
F,1.64,55.14
F,1.53,54.6
F,1.63,66.51
F,1.64,73.33
F,1.52,47.0
F,1.65,62.96
F,1.62,58.76
F,1.6,64.41
F,1.67,67.99
F,1.68,73.59
F,1.59,54.62
F,1.67,64.44
F,1.54,62.79
F,1.62,67.71
F,1.69,71.14
F,1.68,60.15
F,1.67,71.74
F,1.51,47.14
F,1.62,65.66
F,1.51,50.06
F,1.59,64.28
F,1.67,56.93
F,1.6,63.29
F,1.69,72.63
F,1.63,65.35
F,1.56,49.9
F,1.71,73.73
F,1.6,52.96
F,1.55,56.06
F,1.63,60.0
F,1.77,80.08
F,1.73,69.73
F,1.71,77.83
F,1.62,74.99
F,1.58,55.13
F,1.61,65.02
F,1.6,58.76
F,1.66,63.34
F,1.67,68.23
F,1.68,76.08
F,1.66,62.74
F,1.59,61.19
F,1.61,62.56
F,1.54,49.48
F,1.61,51.75
F,1.61,66.21
F,1.57,52.33
F,1.63,57.94
F,1.62,69.69
F,1.58,52.89
F,1.61,60.56
F,1.62,60.53
F,1.62,50.99
F,1.59,60.37
F,1.68,66.12
F,1.62,62.21
F,1.61,70.26
F,1.64,62.77
F,1.68,69.78
F,1.58,53.21
F,1.66,67.01
F,1.55,50.6
F,1.63,59.38
F,1.59,62.7
F,1.54,52.39
F,1.59,53.36
F,1.58,57.15
F,1.68,76.11
F,1.61,61.82
F,1.67,70.92
F,1.61,58.33
F,1.51,49.39
F,1.61,58.63
F,1.53,50.06
F,1.72,74.2
F,1.52,53.37
F,1.63,63.19
F,1.63,59.52
F,1.54,53.49
F,1.57,54.35
F,1.52,49.55
F,1.51,45.59
F,1.62,64.86
F,1.63,63.65
F,1.62,61.6
F,1.58,69.53
F,1.58,62.76
F,1.51,52.13
F,1.66,61.09
F,1.68,71.11
F,1.6,57.01
F,1.59,46.44
F,1.73,69.61
F,1.59,49.25
F,1.63,73.61
F,1.57,57.07
F,1.59,64.11
F,1.6,62.19
F,1.48,51.93
F,1.76,82.38
F,1.71,71.33
F,1.59,58.44
F,1.53,52.82
F,1.7,68.49
F,1.76,82.69
F,1.53,56.16
F,1.58,52.69
F,1.58,64.48
F,1.52,63.08
F,1.66,66.58
F,1.55,59.2
F,1.52,57.31
F,1.56,52.74
F,1.74,68.85
F,1.72,71.59
F,1.53,54.88
F,1.57,64.05
F,1.52,45.06
F,1.68,70.03
F,1.67,62.23
F,1.61,55.1
F,1.57,60.76
F,1.7,66.01
F,1.59,51.53
F,1.48,48.55
F,1.69,66.25
F,1.65,68.01
F,1.61,55.49
F,1.6,61.18
F,1.61,60.03
F,1.67,68.36
F,1.63,64.79
F,1.7,67.38
F,1.65,58.74
F,1.58,63.19
F,1.73,74.3
F,1.56,61.88
F,1.6,59.98
F,1.58,60.6
F,1.66,61.06
F,1.63,62.34
F,1.65,70.78
F,1.57,53.67
F,1.64,61.7
F,1.68,69.08
F,1.61,58.0
F,1.57,55.14
F,1.61,64.38
F,1.62,62.21
F,1.61,61.12
F,1.68,68.75
F,1.58,50.26
F,1.74,75.11
F,1.65,62.21
F,1.51,49.81
F,1.54,54.8
F,1.5,47.57
F,1.56,52.47
F,1.58,58.25
F,1.67,59.99
F,1.63,59.6
F,1.56,56.47
F,1.56,60.93
F,1.65,62.33
F,1.64,54.47
F,1.63,65.14
F,1.56,56.92
F,1.59,62.37
F,1.52,50.61
F,1.69,64.76
F,1.62,59.77
F,1.52,58.84
F,1.63,64.95
F,1.64,66.27
F,1.61,65.34
F,1.57,57.74
F,1.57,60.79
F,1.64,69.2
F,1.59,62.04
F,1.48,51.61
F,1.66,65.54
F,1.58,60.83
F,1.52,54.24
F,1.64,65.5
F,1.64,71.87
F,1.54,56.07
F,1.62,58.15
F,1.72,82.87
F,1.59,52.64
F,1.54,52.06
F,1.6,55.39
F,1.7,70.83
F,1.48,53.09
F,1.72,77.92
F,1.52,60.47
F,1.62,66.62
F,1.76,74.55
F,1.66,63.51
F,1.68,69.6
F,1.64,61.58
F,1.59,64.66
F,1.44,48.61
F,1.56,51.25
F,1.72,69.24
F,1.65,70.38
F,1.6,54.4
F,1.61,60.03
F,1.52,56.01
F,1.71,71.06
F,1.61,58.58
F,1.61,65.98
F,1.62,59.92
F,1.59,66.56
F,1.48,51.73
F,1.57,52.85
F,1.65,67.67
F,1.63,61.03
F,1.57,60.72
F,1.53,53.84
F,1.43,44.12
F,1.58,60.02
F,1.65,68.93
F,1.57,52.56
F,1.38,32.38
F,1.41,49.04
F,1.58,59.0
F,1.58,57.23
F,1.58,64.75
F,1.52,44.79
F,1.56,61.11
F,1.71,74.81
F,1.74,80.03
F,1.53,46.51
F,1.62,65.96
F,1.66,65.35
F,1.52,49.52
F,1.59,53.62
F,1.69,66.74
F,1.59,50.0
F,1.66,63.78
F,1.56,56.61
F,1.71,71.53
F,1.56,53.11
F,1.62,67.97
F,1.68,69.46
F,1.73,73.9
F,1.69,73.55
F,1.63,67.42
F,1.7,73.72
F,1.57,48.41
F,1.56,53.45
F,1.57,46.78
F,1.63,57.38
F,1.75,75.15
F,1.61,62.79
F,1.67,68.52
F,1.6,63.02
F,1.68,67.06
F,1.74,76.63
F,1.64,69.21
F,1.64,69.39
F,1.66,69.95
F,1.68,65.87
F,1.65,71.48
F,1.67,69.25
F,1.69,67.32
F,1.57,59.31
F,1.67,72.7
F,1.7,72.66
F,1.44,40.44
F,1.62,71.48
F,1.6,63.71
F,1.47,41.78
F,1.59,58.77
F,1.7,66.44
F,1.75,74.22
F,1.58,59.32
F,1.64,72.38
F,1.58,55.68
F,1.79,83.13
F,1.66,63.83
F,1.6,60.97
F,1.68,72.0
F,1.68,60.21
F,1.6,54.08
F,1.63,53.22
F,1.77,85.55
F,1.77,72.4
F,1.57,50.31
F,1.63,71.76
F,1.58,57.2
F,1.63,56.65
F,1.59,56.59
F,1.58,55.6
F,1.6,60.75
F,1.57,59.4
F,1.5,52.36
F,1.68,68.1
F,1.65,67.69
F,1.54,59.26
F,1.59,56.15
F,1.54,48.02
F,1.74,80.87
F,1.61,65.5
F,1.63,66.04
F,1.63,69.41
F,1.44,43.24
F,1.7,68.82
F,1.75,83.29
F,1.51,45.52
F,1.63,59.65
F,1.56,62.16
F,1.6,63.81
F,1.47,45.58
F,1.69,64.99
F,1.7,63.51
F,1.67,62.53
F,1.64,67.42
F,1.67,61.65
F,1.66,65.1
F,1.53,51.28
F,1.59,59.35
F,1.67,76.01
F,1.63,60.26
F,1.63,67.73
F,1.62,62.91
F,1.59,55.49
F,1.61,61.14
F,1.55,54.26
F,1.64,54.12
F,1.62,57.43
F,1.5,47.76
F,1.67,65.03
F,1.64,66.21
F,1.53,50.79
F,1.69,74.5
F,1.59,60.8
F,1.52,50.24
F,1.6,58.28
F,1.6,53.2
F,1.7,74.87
F,1.52,59.34
F,1.75,69.14
F,1.57,69.61
F,1.72,78.18
F,1.57,56.76
F,1.57,55.15
F,1.64,60.14
F,1.62,72.44
F,1.62,63.34
F,1.6,65.51
F,1.6,65.35
F,1.56,48.28
F,1.65,70.07
F,1.57,53.68
F,1.68,65.85
F,1.68,64.46
F,1.61,59.78
F,1.65,67.16
F,1.65,59.07
F,1.71,70.9
F,1.59,58.93
F,1.57,55.24
F,1.66,64.83
F,1.74,79.39
F,1.73,72.13
F,1.52,44.01
F,1.56,54.25
F,1.71,75.72
F,1.61,53.39
F,1.67,54.28
F,1.59,61.97
F,1.62,62.06
F,1.64,61.15
F,1.58,53.49
F,1.51,46.42
F,1.62,67.57
F,1.65,65.92
F,1.67,61.98
F,1.55,50.02
F,1.45,47.15
F,1.65,65.04
F,1.58,62.18
F,1.51,58.51
F,1.68,67.38
F,1.54,55.86
F,1.58,53.81
F,1.65,70.48
F,1.61,58.18
F,1.49,41.85
F,1.51,63.28
F,1.63,66.6
F,1.59,58.04
F,1.63,55.51
F,1.66,58.47
F,1.58,67.45
F,1.65,62.07
F,1.6,65.44
F,1.75,71.45
F,1.61,60.8
F,1.65,62.21
F,1.53,52.81
F,1.6,60.63
F,1.56,53.87
F,1.48,46.29
F,1.69,71.76
F,1.48,58.41
F,1.6,65.23
F,1.76,77.03
F,1.58,55.61
F,1.6,42.37
F,1.6,54.99
F,1.67,70.1
F,1.63,56.68
F,1.62,59.56
F,1.62,59.06
F,1.76,77.12
F,1.71,76.94
F,1.59,57.84
F,1.59,56.37
F,1.68,70.71
F,1.61,65.91
F,1.66,70.57
F,1.52,52.53
F,1.58,50.52
F,1.54,60.72
F,1.62,57.6
F,1.58,55.35
F,1.63,67.23
F,1.53,57.59
F,1.56,49.0
F,1.63,63.41
F,1.52,56.94
F,1.42,40.62
F,1.71,71.35
F,1.59,52.08
F,1.51,47.69
F,1.67,64.36
F,1.51,49.74
F,1.71,74.34
F,1.54,49.42
F,1.56,56.1
F,1.61,60.16
F,1.55,63.4
F,1.62,66.08
F,1.76,70.07
F,1.56,55.43
F,1.64,59.24
F,1.68,64.09
F,1.62,60.04
F,1.57,59.75
F,1.61,58.91
F,1.62,59.23
F,1.53,54.71
F,1.67,71.52
F,1.73,69.66
F,1.64,53.98
F,1.61,56.12
F,1.47,53.85
F,1.6,61.99
F,1.59,59.75
F,1.67,72.95
F,1.53,61.46
F,1.63,56.51
F,1.63,68.91
F,1.57,55.01
F,1.59,57.93
F,1.55,50.49
F,1.61,58.6
F,1.45,43.68
F,1.59,61.96
F,1.68,68.65
F,1.51,52.26
F,1.62,53.04
F,1.59,70.04
F,1.6,59.87
F,1.68,64.83
F,1.65,67.21
F,1.5,45.65
F,1.74,74.89
F,1.63,62.59
F,1.6,57.92
F,1.7,72.76
F,1.59,63.45
F,1.68,70.95
F,1.52,55.75
F,1.59,60.2
F,1.71,73.68
F,1.64,64.46
F,1.57,54.32
F,1.6,57.32
F,1.68,65.72
F,1.52,58.59
F,1.6,64.6
F,1.75,80.29
F,1.68,62.61
F,1.55,54.22
F,1.53,48.46
F,1.6,63.38
F,1.61,54.79
F,1.57,52.72
F,1.69,71.96
F,1.63,60.47
F,1.54,54.58
F,1.61,61.98
F,1.55,55.28
F,1.6,52.82
F,1.42,47.6
F,1.6,57.3
F,1.6,63.17
F,1.69,66.16
F,1.64,72.52
F,1.63,61.06
F,1.76,81.09
F,1.55,50.48
F,1.67,72.96
F,1.73,79.9
F,1.52,55.67
F,1.58,56.23
F,1.66,68.7
F,1.71,79.3
F,1.63,58.65
F,1.54,56.16
F,1.57,50.31
F,1.5,58.75
F,1.59,50.56
F,1.65,64.54
F,1.56,51.05
F,1.48,46.47
F,1.76,80.55
F,1.71,72.9
F,1.57,61.51
F,1.58,61.79
F,1.54,51.8
F,1.68,66.53
F,1.47,44.63
F,1.66,65.28
F,1.68,67.67
F,1.61,65.33
F,1.58,62.16
F,1.66,72.14
F,1.61,56.55
F,1.55,56.66
F,1.62,66.58
F,1.5,45.4
F,1.66,67.95
F,1.46,46.86
F,1.49,52.98
F,1.68,64.69
F,1.62,62.0
F,1.64,70.27
F,1.65,64.57
F,1.54,51.36
F,1.58,58.85
F,1.5,50.85
F,1.48,42.27
F,1.6,65.89
F,1.58,55.11
F,1.63,76.45
F,1.59,63.01
F,1.59,56.24
F,1.51,56.62
F,1.59,61.5
F,1.47,40.53
F,1.66,61.52
F,1.54,44.32
F,1.6,62.61
F,1.61,56.02
F,1.6,61.6
F,1.75,79.83
F,1.65,69.8
F,1.59,49.5
F,1.62,62.15
F,1.61,56.96
F,1.65,63.77
F,1.62,58.31
F,1.73,71.45
F,1.55,45.85
F,1.63,62.33
F,1.76,82.85
F,1.61,60.93
F,1.44,35.91
F,1.62,60.1
F,1.49,54.18
F,1.68,74.19
F,1.6,60.98
F,1.61,60.15
F,1.58,58.59
